순번,회사명,공장대표주소(지번),업종명,전화번호
231,(주)극동에너토피아,부산광역시 강서구 강동동 1415 번지,배전반 및 전기 자동제어반 제조업,051-896-1363
232,(주)글라막스코리아,부산광역시 강서구 지사동 1207-17번지,운송장비용 조명장치 제조업,051-971-7200
233,(주)글라막스코리아 제1지점,부산광역시 기장군 정관면 달산리 1113-5번지,운송장비용 조명장치 제조업,051-971-7200
234,(주)글로리케이제이,부산광역시 사상구 감전동 166-8,절삭가공 및 유사처리업,051-316-4594
235,(주)글로벌엔씨,부산광역시 해운대구 재송동 1209번지 센텀 아이에스타워 B4층 405 B4층 405호,"레이더, 항행용 무선기기 및 측량기구 제조업 외 5 종",051-864-4441
236,(주)금강,부산광역시 사하구 다대동 1505-8번지,내연기관 제조업 외 2 종,051-264-4890
237,(주)금강,부산광역시 사하구 다대제1동 1505-7번지 외 1필지,내연기관 제조업 외 1 종,051-262-4894
238,(주)금강부러쉬,부산광역시 금정구 회동동  163-11번지,일반철물 제조업,051-525-4285
239,(주)금강부러쉬,부산광역시 기장군 정관읍 달산리 1132-6,일반철물 제조업,051-525-4285
240,(주)금강사,부산광역시 강서구 미음동 682번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,051-714-2022
241,(주)금강씨엔텍,부산광역시 사상구 삼락동 78-7번지,그 외 자동차용 신품 부품 제조업 외 3 종,051-305-5353
242,(주)금강엘엠이,부산광역시 사하구 장림동 1088-17번지,도금업,051-263-3993
243,(주)금강정밀공업,부산광역시 사상구 학장동 245-1번지,절삭가공 및 유사처리업,051-327-0717
244,(주)금강제경유리,부산광역시 금정구 금사동 85-12번지,안전유리 제조업 외 6 종,051-525-6030
245,(주)금강제경유리,부산광역시 금정구 금사동  107-10번지,안전유리 제조업 외 1 종,051-525-6030
246,(주)금강피앤에스,부산광역시 기장군 장안읍 오리 1117-1,"탭, 밸브 및 유사장치 제조업",051-723-6622
247,(주)금경라이팅,부산광역시 기장군 정관읍 달산리 1112-1번지 제1공장,절삭가공 및 유사처리업 외 6 종,051-747-1041
248,(주)금광스텐,부산광역시 기장군 정관읍 달산리 871-12번지,금속 위생용품 제조업 외 1 종,051-522-5950
249,(주)금광어패럴,부산광역시 남구 문현동 46번지 2층,셔츠 및 블라우스 제조업 외 4 종,051-631-8895
250,(주)금남선박,부산광역시 영도구 청학동 330-110번지 (주)금남,목재문 및 관련제품 제조업 외 1 종,051-413-8001
251,(주)금당메탈,부산광역시 사하구 신평동  370-59번지,선박 구성 부분품 제조업,051-205-3351
252,(주)금동스틸,부산광역시 강서구 송정동 1487-6번지,육상 금속 골조 구조재 제조업 외 2 종,051-832-1083
253,(주)금보섬유,부산광역시 부산진구 당감동  731-17번지,침구 및 관련제품 제조업,051-808-0093
254,(주)금보엘리베이터,부산광역시 사상구 학장동 212-16번지,승강기 제조업 외 2 종,051-322-8496
255,(주)금복이엔지,부산광역시 강서구 녹산동 171-6번지,선박 구성 부분품 제조업,051-831-2435
256,(주)금산,부산광역시 강서구 송정동 1585-8번지,금속 캔 및 기타 포장용기 제조업,051-831-6060
257,(주)금산이엔지,부산광역시 사상구 삼락동 401-6번지,산업용 난방보일러 및 방열기 제조업 외 4 종,051-304-7084
258,(주)금성메탈,부산광역시 강서구 미음동 1637-12,그 외 기타 일반목적용 기계 제조업,미등록
259,(주)금성이엔지,부산광역시 사하구 구평동 260번지,산업용 냉장 및 냉동 장비 제조업,051-261-0375
260,(주)금수커넥팅,부산광역시 강서구 송정동 1629-10번지 외 1필지,강관 제조업 외 4 종,051-831-6023
261,(주)금양,부산광역시 강서구 지사동 1167-1,그 외 기타 분류 안된 화학제품 제조업,051-310-5870
262,(주)금양,부산광역시 사상구 감전동 951-18,그 외 기타 분류 안된 화학제품 제조업 외 1 종,051-325-5887
263,(주)금양,부산광역시 사상구 감전동 951-17,축전지 제조업 외 1 종,051-316-5881
264,(주)금영엔터테인먼트,부산광역시 기장군 정관읍 달산리 248-15번지 외 4필지,텔레비전 제조업,051-744-7810
265,(주)금영테크,부산광역시 강서구 송정동 1569-19번지,도금업,051-831-4689
266,(주)금오이엔에스,부산광역시 기장군 기장읍 서부리 61-16 금오기전(주),그 외 기타 특수목적용 기계 제조업,070-7733-1403
267,(주)금오테크,부산광역시 사하구 장림동 559-2번지,합성수지 및 기타 플라스틱 물질 제조업,051-264-9881
268,(주)금오테크,부산광역시 사하구 장림동 404-1번지,플라스틱 창호 제조업,051-264-9881
269,(주)금오퍼니처,부산광역시 사하구 괴정동 1206-8번지,금속 가구 제조업,051-262-8991
270,(주)금우정공,부산광역시 강서구 미음동 1636-4,"탭, 밸브 및 유사장치 제조업",051-971-0120
271,(주)금원아이디에스,부산광역시 사상구 학장동 279-21번지,그 외 기타 1차 철강 제조업,051-312-4213
272,(주)금정씨푸드,부산광역시 사하구 구평동 306-2번지 지하1층,수산동물 냉동품 제조업,051-253-9400
273,(주)금진식품,부산광역시 사하구 장림동 315-1 번지,"수산동물 훈제, 조리 및 유사 조제식품 제조업",051-263-2116
274,(주)금창수산,부산광역시 사하구 장림동 317-3번지,기타 수산동물 가공 및 저장 처리업,051-261-4441
275,(주)금천메카트로닉스,부산광역시 강서구 봉림동 567-24번지,기체 펌프 및 압축기 제조업,051-973-5145
276,(주)금하기업,부산광역시 사상구 덕포동 371-21번지,그 외 기타 플라스틱 제품 제조업,051-305-5211
277,(주)금하네이벌텍,부산광역시 강서구 범방동 1911-6번지,승강기 제조업 외 8 종,051-850-8203
278,(주)금하정공,부산광역시 강서구 죽림동 666-1번지,금속 절삭기계 제조업,051-941-8947
279,(주)금하플러스,부산광역시 강서구 구랑동 1199-8번지,강관 제조업 외 1 종,051-831-2624
280,(주)금호산업,부산광역시 사상구 감전동 509-24번지,가정용 비전기식 조리 및 난방 기구 제조업,051-315-2780
281,(주)금호이엔지,부산광역시 기장군 장안읍 명례리 895-2,선박 구성 부분품 제조업,051-728-3827
282,(주)금호창호,부산광역시 강서구 대저2동 528-23번지,목재문 및 관련제품 제조업 외 2 종,051-506-4915
283,(주)금화스틸,부산광역시 금정구 회동동 76번지,구조용 금속 판제품 및 공작물 제조업,051-552-9302
284,(주)금화정밀,부산광역시 사상구 감전동 131-11번지,자동차 차체용 신품 부품 제조업 외 1 종,051-314-3330
285,(주)기성후렌지,부산광역시 강서구 송정동 1761-2번지,강관 제조업 외 1 종,051-941-2544
286,(주)기수정밀,부산광역시 기장군 정관읍 예림리 940-24번지,그 외 자동차용 신품 부품 제조업 외 4 종,051-728-9913
287,(주)기영포맥스       ,부산광역시 기장군 정관읍 예림리 1091-5번지,금속 가구 제조업 외 1 종,051-634-4754
288,(주)기원솔루텍,부산광역시 강서구 지사동 1209-4번지,기어 및 동력전달장치 제조업 외 4 종,051-997-9600
289,(주)기장끝집,부산광역시 기장군 정관읍 달산리 1077-9,기타 식사용 가공처리 조리식품 제조업,미등록
290,(주)기장명품특산물,부산광역시 기장군 장안읍 오리 377-2번지 외 1필지,수산동물 건조 및 염장품 제조업,051-727-3083
291,(주)기장사람들,부산광역시 기장군 일광면 문동리 178-1번지,수산식물 가공 및 저장 처리업,051-722-2248
292,(주)기장사람들   ,부산광역시 기장군 장안읍 반룡리 902-5,수산식물 가공 및 저장 처리업,051-722-2248
293,(주)기펠,부산광역시 강서구 미음동 1637-7,기타 물품 취급장비 제조업,051-832-0667
294,(주)기하정밀,부산광역시 강서구 구랑동 486-2번지,그 외 기타 금속가공업 외 1 종,051-831-8086
295,(주)기하정밀,부산광역시 강서구 송정동 1735-1번지 부산광역시 신발산업진흥센타 305호,특수 직물 및 기타 직물 직조업,051-831-2136
296,(주)기하정밀,부산광역시 강서구 생곡동 1600-19번지,주형 및 금형 제조업 외 4 종,051-831-5081
297,(주)김해합동양조장,부산광역시 강서구 봉림동 641-4번지,탁주 및 약주 제조업,051-941-2666
298,(주)깊은바다,부산광역시 사하구 다대동 680-32번지 201호,기타 수산동물 가공 및 저장 처리업,051-201-0167
299,(주)까사세라믹 홈디포,"부산광역시 기장군 장안읍 기룡리 1152-7 외 2필지(1152-9, 1152-10)",비내화 모르타르 제조업 외 1 종,051-728-6370
300,(주)까치원색,부산광역시 중구 동광동4가 11-1,기타 인쇄업,051-464-0514
301,(주)깐깐한여니씨 기장지점,부산광역시 기장군 장안읍 오리 1121-3,차류 가공업 외 2 종,ARS-1577-2095
302,(주)꼬모,부산광역시 부산진구 범천동 1230-70 영신빌딩 5층,셔츠 및 블라우스 제조업 외 4 종,070-7634-1234
303,(주)나경테크,부산광역시 사상구 덕포동 364-18,금속 표시판 제조업 외 1 종,미등록
304,(주)나노켐,부산광역시 강서구 송정동 1532-11번지,계면활성제 제조업,051-632-0771
305,(주)나노텍세라믹스,부산광역시 강서구 송정동 1522-7번지,비금속광물 분쇄물 생산업 외 1 종,051-831-2468
306,(주)나노텍세라믹스,부산광역시 강서구 녹산동 1338-1번지,기타 신발 제조업,051-831-2468
307,(주)나노휠  ,부산광역시 기장군 장안읍 반룡리 901-4,그 외 기타 달리 분류되지 않은 운송장비 제조업,미등록
308,(주)나라코퍼레이션,부산광역시 강서구 명지동 3176-8번지,기어 및 동력전달장치 제조업,051-264-2590
309,(주)나래전자,부산광역시 사상구 덕포동 366-1번지,전자부품 실장기판 제조업,051-305-1138
310,(주)나무인터내셔널,부산광역시 강서구 범방동 1908-2,그 외 기타 달리 분류되지 않은 제품 제조업 외 2 종,051-941-3140
311,(주)나브텍,부산광역시 기장군 정관읍 달산리 1077-7번지 (제2공장: 산단3로 91-20),금속탱크 및 저장용기 제조업 외 2 종,051-728-5055
312,(주)나브텍 ,부산광역시 기장군 정관읍 달산리 1077-8번지,금속탱크 및 저장용기 제조업 외 2 종,051-728-5055
313,(주)나우시스템,부산광역시 사상구 감전동 154-7 일양택배,기타 석제품 제조업 외 1 종,051-863-4070
314,(주)나우이엔티,부산광역시 강서구 범방동 1910-2번지,전동기 및 발전기 제조업,051-961-5684
315,(주)나웅,"부산광역시 사상구 삼락동 342-19번지 부산인쇄타운 516,517호",기타 인쇄업 외 1 종,051-647-0404
316,(주)나인텔레콤넷,부산광역시 남구 용당동 592-9번지 용당 대광아파트 상가동 1층,유선 통신장비 제조업 외 7 종,051-900-0114
317,(주)남강,부산광역시 금정구 회동동 517-109번지,설치용 및 위생용 플라스틱제품 제조업 외 5 종,051-923-5326
318,(주)남경엔지니어링  ,부산광역시 기장군 장안읍 반룡리 830-6,"탭, 밸브 및 유사장치 제조업 외 61 종",051-723-5184
319,(주)남광식품,부산광역시 사하구 장림동 346-9번지,수산식물 가공 및 저장 처리업,051-263-9821
320,(주)남국기전,부산광역시 강서구 대저2동 542-1 번지,배전반 및 전기 자동제어반 제조업,051-972-5040
321,(주)남영스텐,부산광역시 사상구 감전동 154-5번지,"금속 문, 창, 셔터 및 관련제품 제조업 외 1 종",051-313-7611
322,(주)남영축산,부산광역시 사상구 모라동 274-6번지,육류 포장육 및 냉동육 가공업 (가금류 제외),051-303-3838
323,(주)남일,부산광역시 사상구 감전동 315번지 (주)남일,금속 표시판 제조업 외 16 종,051-317-3877
324,(주)남일,부산광역시 사상구 감전동 301번지,금속 표시판 제조업 외 15 종,051-317-3877
325,(주)남일,부산광역시 사상구 학장동 275-48,일반용 도료 및 관련제품 제조업 외 1 종,051-317-3877
326,(주)남청,부산광역시 사하구 장림동 1084-1번지,모피 및 가죽 제조업,051-265-0141
327,(주)내셔널피피이코리아,부산광역시 사상구 괘법동 520-36번지 2층,기타 신발 제조업,051-247-2468
328,(주)네가트론,부산광역시 기장군 장안읍 반룡리 829-5번지,액체 펌프 제조업 외 12 종,051-325-0803
329,(주)네스아이,부산광역시 해운대구 재송동 1023번지 재송삼익아파트 상가동 302호,방송장비 제조업 외 12 종,051-853-9799
330,(주)네오메드,부산광역시 사하구 장림동 325-66번지,정형외과용 및 신체보정용 기기 제조업 외 2 종,051-262-6331
331,(주)네오텍,부산광역시 동구 초량동 1147-14 국제오피스텔 2004 외 1필지,기타 무선 통신장비 제조업 외 4 종,051-468-7722
332,(주)네오하드페이싱,부산광역시 강서구 지사동 1203-6번지,절삭가공 및 유사처리업,051-971-0063
333,(주)네옥스,부산광역시 강서구 대저2동 4453-1,간판 및 광고물 제조업,051-1522-5191
334,(주)네팝코리아,부산광역시 강서구 지사동 1210-2,"목재 포장용 상자, 드럼 및 유사용기 제조업",051-973-7427
335,(주)넥손엘이디,부산광역시 강서구 강동동 2921-33번지,그 외 기타 전자부품 제조업 외 2 종,051-502-6080
336,(주)넥스디,부산광역시 사상구 괘법동 99-6번지,산업용 송풍기 및 배기장치 제조업,051-266-7490
